,ad_creative_body,count
1205,"If we miss our May fundraising goal, we won't have the resources we need to fight back against the Do-Nothing Democrats. Please contribute ANY AMOUNT by 11:59 TONIGHT and your donation will be 5x MATCHED.",51
1206,"ELECTION DAY IS RIGHT AROUND THE CORNER!

President Trump NEEDS the Silent Majority to stand up and show their support for our AMERICA FIRST MOVEMENT. 

Contribute TODAY to MAKE AMERICA GREAT for another four years.",51
1207,"THIS MUST END

Please add your name IMMEDIATELY to stand with your President and his decision to declare ANTIFA a Terrorist Organization.",50
1208,MINNESOTA: Join President Trump this FRIDAY at 6PM! Get your free tickets now >>>,50
1209,"President Trump is a warrior. He is at Walter Reed Hospital after testing positive for the coronavirus. He is doing very well and we know he appreciates the tremendous support from around the Country.

Would you like to send a short message for him to read? Leave your message here >>>

President Trump has spent every day of the last 3 and a half years fighting for the American People. He is a true Patriot and we are proud to call him our President.",50
1210,"🚨ATTENTION FortWorth 🚨

I want you to see your responses. Please complete the Official Democrat Corruption Accountability Survey before 11:59 PM TONIGHT to make sure my team sees your response tomorrow.",49
1211,"Biden was silent as far left rioters viciously attacked law enforcement in Democrat run cities!

President Trump just delivered an EPIC speech, and we're giving him the FINAL Presidential Donor List in his office soon and we know he'll be looking for YOUR NAME.

Please contribute ANY AMOUNT RIGHT NOW to get on the list and your gift will be 700%-MATCHED!",49
1212,"We are short of our monthly goal!

My campaign team just told me we may not make our April fundraising goal. We CANNOT let this happen. Please contribute ANY AMOUNT before 11:59 PM TONIGHT to help our movement, and your donation will be TRIPLED.",49
1213,"EVERY American deserves equal treatment.

President Trump delivered on his promises to:

✅Sign the FIRST MAJOR reform to our criminal justice system in over a decade
✅Secure RECORD FUNDING for historically Black Colleges and Universities
✅Create OVER 9,000 opportunity zones

And he is just getting started!",49
1214,"Having the strength of a leader who is willing to put America First is absolutely paramount at a time like this. 

While Joe Biden is shamelessly politicizing the coronavirus outbreak, President Trump is hard at work to Keep America SAFE for ALL Americans:

✅He quickly closed down our borders to China
✅He signed the CARES Act into law to provide immediate relief for Americans
✅All of our Nation’s borders are temporarily closed to non-US Citizens
✅Military hospital ships have been deployed to cities overwhelmed with patients
✅He has provided strict guidelines to re-open our Nation
✅He is providing daily updates to the American People.

Please take our Official Weekly Trump Coronavirus Response Approval Poll TODAY to tell President Trump what YOU think.",48
1215,ARIZONA: Join President Trump this MONDAY at 6:30PM! Get your free tickets now >>>,48
1216,It's not about politics. It's about safety. Joe Biden is too weak to protect us,48
1217,WISCONSIN: Join President Trump this SATURDAY at 3:30PM! Get your free tickets now >>>,48
1218,"Demand the University of Delaware Release Biden's Senate Records.

Joe Biden has been accused of sexual assault by a former Senate staffer named Tara Reade. 

Now Joe Biden refuses to release all of his Senate records held by the University of Delaware! 

The University of Delaware has over 1,875 boxes of Joe Biden's written records.

They also have at least 415 gigabytes of electronic records in the Biden Archive. These records are currently locked behind closed doors at UD.

Biden and the University of Delaware Board of Trustees refuse to release them- even though these records could hold the evidence of the alleged sexual assault!",48
1219,"🚨ATTENTION Austin 🚨

I want you to see your responses. Please complete the Official Democrat Corruption Accountability Survey before 11:59 PM TONIGHT to make sure my team sees your response tomorrow.",47
1220,"If we miss our February fundraising goal, we won't have the resources we need to fight back against the Do-Nothing Democrats. Please contribute ANY AMOUNT by 11:59 TONIGHT and your donation will be TRIPLE MATCHED.",47
1221,KENOSHA WISCONSIN,47
1222,"Demand Biden RELEASE his Senate Records

Joe Biden has been accused of sexual assault by a former Senate staffer named Tara Reade. 

Now Joe Biden refuses to release all of his Senate records held by the University of Delaware! 

The University of Delaware has over 1,875 boxes of Joe Biden's written records.

They also have at least 415 gigabytes of electronic records in the Biden Archive. These records are currently locked behind closed doors at UD.

Biden and the University of Delaware Board of Trustees refuse to release them- even though these records could hold the evidence of the alleged sexual assault!",46
1223,"BREAKING NEWS: Two HUGE wins for America. 

The Fake News media can't deny the truth: President Trump is SUCCESSFULLY leading the greatest comeback in American history. 

Despite unprecedented challenges, last month we added 1.4 MILLION jobs and the unemployment rate DECLINED. 

Please take the Official Jobs Report Approval Poll in the NEXT hour to tell President Trump what you think.",45
1224,"President Trump promised you he would end the unfair trade agreement known as NAFTA and that is exactly what he did. The USMCA just went into effect and it is a HUGE win for American workers all across the Nation.

Our President is putting America First no matter what, and we want to show him that he has your support 100%.

Please add your name NOW to stand with your President and his America First Agenda!",45
1225,"⬇️ WATCH NOW ⬇️ LEAVE PRESIDENT TRUMP A MESSAGE!

President Trump is a warrior. He has spent every day of the last 3 and a half years fighting for the American People. He is a true Patriot and we are proud to call him our President.He is at Walter Reed Hospital while he recovers after testing positive for the coronavirus, but he is doing very well and we know he appreciates the tremendous support from around the Country. Would you like to send a short message for him to read? LEAVE YOUR MESSAGE HERE >>>>

We wanted to give all American Patriots a chance to send the President a message. We know he always appreciates hearing from true patriots like you.",45
1226,"Everyone who enters before MIDNIGHT will have their name entered TWICE for this special sweepstakes. My team will cover all the costs for you and a friend to fly in, join us for dinner, and take a picture together. Please contribute NOW to get your name DOUBLE-ENTERED to win.",45
1227,KAMALA AND JOE'S CANCEL CULTURE IS GETTING OUT OF HAND.,45
1228,"This is the FIRST time the Trump store has ever sold customizable merchandise!

Shop the OFFICIAL Trump-Pence 2020 Welcome Mat.

These mats are EXTREMELY limited. Order now while supplies last!",45
1229,"We wanted to give all American Patriots a chance to send the President a message. We know he always appreciates hearing from true patriots like you. ADD YOUR MESSAGE HERE >>>

President Trump is a warrior. He has spent every day of the last 3 and a half years fighting for the American People. He is a true Patriot and we are proud to call him our President.

He is at Walter Reed Hospital after testing positive for the coronavirus. He is doing very well and we know he appreciates the tremendous support from around the Country.",45
1230,Official Donald J. Trump Make America Great Again Hat - White,44
1231,IOWA: Join President Trump this THURSDAY at 12PM! Get your free tickets now >>>,44
1232,"We must stop the far left, progressive mob and their media friends from erasing Christopher Columbus from the history of the United States of America.",44
1233,"BIDEN IS A SOCIALIST PUPPET

President Trump just delivered an EPIC speech and we're giving him the FINAL Presidential Donor List in his office soon and we know he'll be looking for YOUR NAME. 

Please contribute ANY AMOUNT RIGHT NOW to get on the list and your gift will be 700%-MATCHED!",44
1234,"President Trump knows that YOU are a proud supporter. 

We're sending a list of EVERY AMERICAN who signs their name to President Trump first thing TOMORROW morning. Will he see your name? 

Add your name by 11:59 PM TONIGHT to stand with President Trump and to get on the list of supporters he sees!",44
1235,"President Trump is a GENUINE American Patriot.

During his address to accept the 2020 Republican Nomination for President of the United States, he reaffirmed his strong commitment to always put AMERICA FIRST.

To get the TRUTH about what real AMERICANS thought, we just launched our Official 2020 GOP Convention Approval Poll and President Trump has requested that we personally reach out to YOU to get input on what REAL Americans are thinking.

Please take our Official 2020 GOP Convention Approval Poll in the NEXT HOUR and tell President Trump what you think.",44
